Code_Projet,Nom_Client,Reference_Commande,Montant_HT,Date_Creation
DRC0082,Client_47,CMD20276,5810.49,2024-01-21
DRC0082,Client_56,CMD20277,9231.46,2024-04-01
DRC0003,Client_184,CMD20278,6934.38,2024-06-16
DRC0013,Client_134,CMD20279,2436.39,2024-03-15
DRC0011,Client_134,CMD20280,7428.33,2024-07-12
DRC0071,Client_209,CMD20281,3676.84,2024-05-17
DRC0007,Client_157,CMD20282,9759.56,2024-04-22
DRC0050,Client_1,CMD20283,2869.81,2024-04-14
DRC0064,Client_252,CMD20284,763.23,2024-03-08
DRC0007,Client_171,CMD20285,5054.78,2024-03-10
DRC0026,Client_288,CMD20286,4954.26,2024-03-10
DRC0020,Client_179,CMD20287,3556.93,2024-05-17
DRC0049,Client_200,CMD20288,8907.68,2024-03-26
DRC0098,Client_227,CMD20289,803.06,2024-03-12
DRC0039,Client_249,CMD20290,2278.06,2024-01-16
DRC0058,Client_241,CMD20291,4098.84,2024-05-19
DRC0017,Client_166,CMD20292,9940.66,2024-01-05
DRC0080,Client_31,CMD20293,7427.22,2024-03-01
DRC0040,Client_146,CMD20294,8302.09,2024-04-02
DRC0018,Client_81,CMD20295,6924.05,2024-03-09
DRC0092,Client_285,CMD20296,9950.44,2024-05-16
DRC0097,Client_95,CMD20297,9727.04,2024-06-18
DRC0068,Client_285,CMD20298,8752.78,2024-06-10
DRC0088,Client_213,CMD20299,1400.46,2024-05-21
DRC0065,Client_296,CMD20300,8114.32,2024-06-11
DRC0008,Client_177,CMD20301,4333.15,2024-02-12
DRC0011,Client_220,CMD20302,5156.31,2024-03-01
DRC0028,Client_84,CMD20303,1095.61,2024-01-20
DRC0043,Client_27,CMD20304,7791.55,2024-04-04
DRC0040,Client_140,CMD20305,7511.34,2024-02-23
DRC0098,Client_82,CMD20306,8209.1,2024-01-06
DRC0041,Client_92,CMD20307,141.81,2024-03-06
DRC0071,Client_215,CMD20308,4935.6,2024-03-31
DRC0100,Client_90,CMD20309,1637.76,2024-04-01
DRC0052,Client_20,CMD20310,4775.39,2024-01-31
DRC0077,Client_119,CMD20311,329.72,2024-04-14
DRC0078,Client_266,CMD20312,3616.75,2024-03-23
DRC0003,Client_220,CMD20313,1741.81,2024-06-15
DRC0019,Client_135,CMD20314,4117.48,2024-02-06
DRC0041,Client_257,CMD20315,1037.41,2024-04-01
DRC0004,Client_211,CMD20316,4367.09,2024-04-03
DRC0004,Client_206,CMD20317,8898.0,2024-07-02
DRC0052,Client_154,CMD20318,6611.01,2024-05-17
DRC0059,Client_162,CMD20319,7313.8,2024-05-16
DRC0067,Client_219,CMD20320,2824.16,2024-02-19
DRC0072,Client_104,CMD20321,3167.49,2024-04-17
DRC0075,Client_30,CMD20322,6902.13,2024-04-02
DRC0092,Client_77,CMD20323,7641.96,2024-05-02
DRC0047,Client_199,CMD20324,3913.22,2024-07-15
DRC0100,Client_92,CMD20325,2794.33,2024-06-14
DRC0020,Client_111,CMD20326,4820.43,2024-07-10
DRC0005,Client_119,CMD20327,9482.86,2024-04-26
DRC0015,Client_40,CMD20328,573.44,2024-06-25
DRC0092,Client_17,CMD20329,5003.62,2024-03-26
DRC0059,Client_262,CMD20330,6361.08,2024-03-16
DRC0004,Client_186,CMD20331,3626.86,2024-05-05
DRC0002,Client_141,CMD20332,2881.81,2024-07-10
DRC0022,Client_250,CMD20333,194.43,2024-07-09
DRC0097,Client_46,CMD20334,1530.46,2024-04-13
DRC0078,Client_74,CMD20335,6753.68,2024-01-11
DRC0012,Client_4,CMD20336,9332.7,2024-07-03
DRC0030,Client_243,CMD20337,7358.59,2024-06-21
DRC0035,Client_237,CMD20338,8961.22,2024-03-25
DRC0053,Client_294,CMD20339,2392.89,2024-02-16
DRC0019,Client_178,CMD20340,252.51,2024-07-12
DRC0072,Client_116,CMD20341,6593.11,2024-06-22
DRC0088,Client_99,CMD20342,4713.82,2024-07-06
DRC0035,Client_283,CMD20343,7348.52,2024-04-18
DRC0053,Client_32,CMD20344,6965.11,2024-04-05
DRC0068,Client_91,CMD20345,7767.5,2024-07-12
DRC0003,Client_127,CMD20346,4035.14,2024-01-28
DRC0011,Client_271,CMD20347,5409.87,2024-05-27
DRC0019,Client_229,CMD20348,7548.11,2024-03-25
DRC0071,Client_289,CMD20349,4190.42,2024-02-05
DRC0081,Client_259,CMD20350,9721.79,2024-06-25
DRC0064,Client_68,CMD20351,8550.47,2024-02-23
DRC0064,Client_141,CMD20352,3812.21,2024-02-03
DRC0047,Client_112,CMD20353,7237.32,2024-01-17
DRC0017,Client_259,CMD20354,3180.59,2024-02-08
DRC0096,Client_81,CMD20355,6362.83,2024-06-12
DRC0087,Client_119,CMD20356,9489.67,2024-04-03
DRC0038,Client_296,CMD20357,2647.36,2024-02-16
DRC0090,Client_22,CMD20358,3579.16,2024-07-16
DRC0019,Client_10,CMD20359,4362.97,2024-04-09
DRC0055,Client_139,CMD20360,4104.7,2024-02-25
DRC0057,Client_104,CMD20361,9873.35,2024-03-02
DRC0086,Client_4,CMD20362,2542.17,2024-04-16
DRC0078,Client_190,CMD20363,9393.25,2024-04-10
DRC0024,Client_10,CMD20364,7671.89,2024-06-03
DRC0100,Client_80,CMD20365,5704.81,2024-03-08
DRC0040,Client_77,CMD20366,2914.3,2024-01-22
DRC0092,Client_211,CMD20367,2726.06,2024-04-30
DRC0027,Client_27,CMD20368,3502.15,2024-06-04
DRC0015,Client_276,CMD20369,2438.65,2024-02-28
DRC0070,Client_225,CMD20370,2721.06,2024-04-15
DRC0053,Client_41,CMD20371,6342.35,2024-03-26
DRC0073,Client_23,CMD20372,418.78,2024-05-30
DRC0032,Client_234,CMD20373,5464.75,2024-02-08
DRC0057,Client_13,CMD20374,5022.16,2024-05-15
DRC0075,Client_35,CMD20375,1591.98,2024-06-22
DRC0024,Client_224,CMD20376,9173.34,2024-03-20
DRC0052,Client_62,CMD20377,3693.35,2024-01-05
DRC0018,Client_59,CMD20378,8486.93,2024-01-18
DRC0026,Client_76,CMD20379,6167.64,2024-02-17
DRC0100,Client_280,CMD20380,3065.76,2024-02-17
DRC0093,Client_151,CMD20381,9845.67,2024-06-14
DRC0035,Client_11,CMD20382,1011.88,2024-03-20
DRC0001,Client_129,CMD20383,9084.1,2024-03-09
DRC0095,Client_53,CMD20384,7336.09,2024-05-15
DRC0021,Client_152,CMD20385,5146.12,2024-02-17
DRC0058,Client_128,CMD20386,708.22,2024-01-10
DRC0028,Client_99,CMD20387,4346.24,2024-03-30
DRC0032,Client_131,CMD20388,1973.08,2024-03-04
DRC0007,Client_193,CMD20389,7420.08,2024-06-03
DRC0034,Client_145,CMD20390,5920.05,2024-03-29
DRC0082,Client_252,CMD20391,1843.27,2024-03-13
DRC0039,Client_172,CMD20392,3528.06,2024-06-04
DRC0016,Client_205,CMD20393,425.11,2024-01-05
DRC0008,Client_189,CMD20394,3133.91,2024-06-03
DRC0040,Client_75,CMD20395,9309.36,2024-06-06
DRC0040,Client_188,CMD20396,264.74,2024-07-15
DRC0060,Client_58,CMD20397,7477.37,2024-04-12
DRC0077,Client_72,CMD20398,1967.01,2024-04-15
DRC0034,Client_230,CMD20399,3988.63,2024-05-06
DRC0037,Client_179,CMD20400,5724.14,2024-01-11
DRC0047,Client_213,CMD20401,9997.65,2024-06-24
DRC0021,Client_250,CMD20402,583.85,2024-04-12
DRC0018,Client_157,CMD20403,2999.92,2024-02-12
DRC0094,Client_276,CMD20404,6350.15,2024-05-22
DRC0076,Client_268,CMD20405,6437.78,2024-03-23
DRC0027,Client_163,CMD20406,703.37,2024-03-19
DRC0031,Client_267,CMD20407,631.18,2024-02-25
DRC0084,Client_128,CMD20408,1335.88,2024-07-05
DRC0076,Client_273,CMD20409,7214.1,2024-04-01
DRC0065,Client_270,CMD20410,1670.02,2024-04-28
DRC0022,Client_172,CMD20411,7374.3,2024-01-17
DRC0034,Client_149,CMD20412,6883.43,2024-03-05
DRC0066,Client_268,CMD20413,3490.01,2024-06-06
DRC0057,Client_67,CMD20414,1814.16,2024-06-01
DRC0042,Client_152,CMD20415,101.02,2024-04-20
DRC0029,Client_5,CMD20416,6703.3,2024-04-27
DRC0059,Client_133,CMD20417,5074.06,2024-03-29
DRC0027,Client_135,CMD20418,6831.41,2024-02-20
DRC0004,Client_211,CMD20419,7070.16,2024-04-27
DRC0023,Client_259,CMD20420,2860.0,2024-07-17
DRC0011,Client_234,CMD20421,7089.88,2024-05-21
DRC0100,Client_109,CMD20422,1846.19,2024-04-04
DRC0092,Client_80,CMD20423,1716.06,2024-07-13
DRC0070,Client_23,CMD20424,8952.43,2024-03-18
DRC0013,Client_111,CMD20425,5241.66,2024-05-20
DRC0053,Client_274,CMD20426,2166.92,2024-02-19
DRC0026,Client_247,CMD20427,9935.87,2024-03-07
DRC0068,Client_269,CMD20428,3059.35,2024-05-08
DRC0063,Client_272,CMD20429,5070.76,2024-03-30
DRC0009,Client_147,CMD20430,757.74,2024-05-25
DRC0026,Client_99,CMD20431,9927.21,2024-03-31
DRC0019,Client_83,CMD20432,3465.45,2024-01-11
DRC0025,Client_45,CMD20433,7890.18,2024-02-18
DRC0047,Client_73,CMD20434,7272.31,2024-03-16
DRC0022,Client_23,CMD20435,1556.37,2024-01-04
DRC0008,Client_132,CMD20436,688.37,2024-04-18
DRC0016,Client_56,CMD20437,6206.48,2024-01-12
DRC0077,Client_295,CMD20438,836.83,2024-01-14
DRC0039,Client_16,CMD20439,6115.67,2024-06-13
DRC0050,Client_231,CMD20440,5992.2,2024-02-20
DRC0026,Client_140,CMD20441,1550.3,2024-02-15
DRC0001,Client_129,CMD20442,9496.45,2024-05-02
DRC0009,Client_115,CMD20443,5324.29,2024-06-09
DRC0027,Client_296,CMD20444,5457.26,2024-01-16
DRC0094,Client_184,CMD20445,2923.28,2024-03-27
DRC0076,Client_192,CMD20446,256.22,2024-01-26
DRC0043,Client_218,CMD20447,3841.29,2024-01-07
DRC0022,Client_245,CMD20448,6262.05,2024-04-17
DRC0033,Client_182,CMD20449,5383.29,2024-05-14
DRC0037,Client_26,CMD20450,9321.71,2024-01-21
DRC0095,Client_165,CMD20451,1953.67,2024-02-20
DRC0034,Client_245,CMD20452,4588.3,2024-03-20
DRC0095,Client_178,CMD20453,5296.96,2024-01-19
DRC0031,Client_77,CMD20454,8254.05,2024-01-07
DRC0058,Client_292,CMD20455,198.9,2024-06-22
DRC0084,Client_51,CMD20456,5648.45,2024-03-16
DRC0069,Client_223,CMD20457,3698.99,2024-03-30
DRC0060,Client_84,CMD20458,3884.43,2024-04-29
DRC0087,Client_93,CMD20459,2618.51,2024-06-03
DRC0077,Client_253,CMD20460,7921.97,2024-07-06
DRC0057,Client_18,CMD20461,5407.72,2024-06-12
DRC0067,Client_7,CMD20462,5200.23,2024-06-04
DRC0080,Client_112,CMD20463,6394.36,2024-05-09
DRC0075,Client_275,CMD20464,6539.96,2024-05-08
DRC0089,Client_134,CMD20465,1934.23,2024-03-05
DRC0057,Client_245,CMD20466,9417.88,2024-04-11
DRC0097,Client_13,CMD20467,3517.13,2024-04-21
DRC0073,Client_43,CMD20468,1268.75,2024-04-19
DRC0012,Client_196,CMD20469,6839.31,2024-01-22
DRC0001,Client_270,CMD20470,2783.84,2024-01-17
DRC0018,Client_37,CMD20471,9363.94,2024-06-12
DRC0025,Client_149,CMD20472,7602.09,2024-01-12
DRC0043,Client_130,CMD20473,2012.55,2024-02-23
DRC0001,Client_159,CMD20474,1822.69,2024-07-16
DRC0089,Client_284,CMD20475,2606.25,2024-05-22
DRC0031,Client_249,CMD20476,2443.59,2024-02-26
DRC0091,Client_63,CMD20477,6581.4,2024-06-01
DRC0092,Client_43,CMD20478,8763.2,2024-02-01
DRC0035,Client_84,CMD20479,5081.52,2024-02-14
DRC0078,Client_74,CMD20480,7615.4,2024-02-08
DRC0013,Client_242,CMD20481,1569.42,2024-06-16
DRC0095,Client_62,CMD20482,600.92,2024-07-03
DRC0042,Client_59,CMD20483,6302.17,2024-07-16
DRC0038,Client_173,CMD20484,9153.31,2024-02-10
DRC0008,Client_163,CMD20485,3542.94,2024-03-17
DRC0028,Client_81,CMD20486,7083.96,2024-01-01
DRC0015,Client_167,CMD20487,7061.91,2024-01-11
DRC0064,Client_141,CMD20488,2812.14,2024-01-12
DRC0063,Client_186,CMD20489,9578.16,2024-05-15
DRC0044,Client_66,CMD20490,5306.67,2024-02-03
DRC0057,Client_53,CMD20491,5125.16,2024-01-31
DRC0064,Client_39,CMD20492,4483.88,2024-03-03
DRC0011,Client_74,CMD20493,309.35,2024-01-18
DRC0056,Client_169,CMD20494,9927.57,2024-02-27
DRC0034,Client_266,CMD20495,639.09,2024-04-10
DRC0085,Client_170,CMD20496,3977.28,2024-02-01
DRC0040,Client_59,CMD20497,3374.15,2024-03-17
DRC0081,Client_49,CMD20498,4556.07,2024-03-09
DRC0004,Client_295,CMD20499,7731.23,2024-04-09
DRC0019,Client_124,CMD20500,3600.15,2024-04-28
DRC0058,Client_202,CMD20501,6967.63,2024-03-25
DRC0029,Client_165,CMD20502,2361.67,2024-01-13
DRC0020,Client_175,CMD20503,4202.37,2024-04-27
DRC0052,Client_260,CMD20504,7013.3,2024-06-20
DRC0086,Client_90,CMD20505,2496.89,2024-03-04
DRC0023,Client_203,CMD20506,1354.85,2024-05-17
DRC0042,Client_211,CMD20507,9185.78,2024-07-06
DRC0035,Client_123,CMD20508,5795.82,2024-05-31
DRC0067,Client_273,CMD20509,1217.48,2024-02-27
DRC0006,Client_230,CMD20510,7164.59,2024-03-02
DRC0085,Client_89,CMD20511,6254.99,2024-03-15
DRC0035,Client_121,CMD20512,3378.37,2024-03-11
DRC0092,Client_271,CMD20513,9885.18,2024-03-31
DRC0046,Client_125,CMD20514,199.11,2024-01-08
DRC0075,Client_143,CMD20515,8128.45,2024-02-24
DRC0013,Client_182,CMD20516,4750.69,2024-01-25
DRC0018,Client_219,CMD20517,5873.4,2024-03-17
DRC0099,Client_243,CMD20518,6919.32,2024-05-15
DRC0012,Client_170,CMD20519,4537.2,2024-06-22
DRC0091,Client_6,CMD20520,7669.78,2024-06-13
DRC0095,Client_26,CMD20521,4484.26,2024-04-29
DRC0081,Client_91,CMD20522,3247.34,2024-06-25
DRC0019,Client_176,CMD20523,5696.05,2024-03-04
DRC0007,Client_36,CMD20524,7666.83,2024-07-02
DRC0055,Client_285,CMD20525,1672.44,2024-05-29
DRC0033,Client_91,CMD20526,8354.43,2024-05-21
DRC0011,Client_243,CMD20527,3037.93,2024-04-25
DRC0038,Client_9,CMD20528,7577.34,2024-01-08
DRC0097,Client_142,CMD20529,1728.37,2024-05-09
DRC0097,Client_156,CMD20530,8654.93,2024-01-04
DRC0005,Client_234,CMD20531,8496.11,2024-02-10
DRC0005,Client_135,CMD20532,6581.89,2024-01-23
DRC0043,Client_87,CMD20533,5882.42,2024-03-20
DRC0002,Client_235,CMD20534,9371.08,2024-07-09
DRC0056,Client_264,CMD20535,6128.54,2024-01-01
DRC0068,Client_181,CMD20536,2125.09,2024-05-27
DRC0012,Client_295,CMD20537,5132.88,2024-05-17
DRC0002,Client_103,CMD20538,739.11,2024-01-10
DRC0057,Client_88,CMD20539,1213.79,2024-02-23
DRC0023,Client_40,CMD20540,9293.49,2024-01-23
DRC0026,Client_290,CMD20541,9699.46,2024-05-25
DRC0096,Client_262,CMD20542,7435.82,2024-04-26
DRC0090,Client_71,CMD20543,2941.25,2024-01-07
DRC0100,Client_182,CMD20544,3186.52,2024-03-14
DRC0022,Client_156,CMD20545,451.94,2024-05-25
DRC0075,Client_90,CMD20546,5478.22,2024-04-18
DRC0026,Client_214,CMD20547,8252.39,2024-02-27
DRC0077,Client_122,CMD20548,5237.4,2024-02-04
DRC0016,Client_259,CMD20549,7363.97,2024-06-14
DRC0073,Client_131,CMD20550,2680.15,2024-03-02
DRC0058,Client_118,CMD20551,1115.63,2024-05-21
DRC0094,Client_203,CMD20552,4250.49,2024-04-20
DRC0047,Client_246,CMD20553,7205.19,2024-04-12
DRC0088,Client_261,CMD20554,9063.98,2024-07-19
DRC0085,Client_43,CMD20555,9236.79,2024-07-14
DRC0068,Client_128,CMD20556,7098.86,2024-04-29
DRC0089,Client_260,CMD20557,2440.3,2024-05-17
DRC0098,Client_124,CMD20558,9286.18,2024-01-26
DRC0071,Client_155,CMD20559,886.5,2024-04-15
DRC0052,Client_152,CMD20560,6938.96,2024-05-06
DRC0031,Client_86,CMD20561,5915.58,2024-01-20
DRC0035,Client_204,CMD20562,4976.37,2024-06-28
DRC0059,Client_140,CMD20563,2305.2,2024-03-25
DRC0023,Client_273,CMD20564,5823.45,2024-03-08
DRC0052,Client_179,CMD20565,5842.23,2024-03-16
DRC0016,Client_138,CMD20566,8035.32,2024-04-05
DRC0089,Client_108,CMD20567,6079.3,2024-01-06
DRC0054,Client_129,CMD20568,308.64,2024-06-15
DRC0017,Client_101,CMD20569,586.25,2024-05-26
DRC0036,Client_46,CMD20570,3782.55,2024-03-08
DRC0075,Client_58,CMD20571,4968.96,2024-06-05
DRC0060,Client_237,CMD20572,9605.37,2024-07-13
DRC0066,Client_2,CMD20573,884.68,2024-05-11
DRC0015,Client_108,CMD20574,4498.77,2024-04-09
DRC0063,Client_94,CMD20575,4220.25,2024-05-19
DRC0072,Client_192,CMD20576,3532.08,2024-05-01
DRC0071,Client_6,CMD20577,1896.02,2024-04-30
DRC0031,Client_15,CMD20578,9454.39,2024-03-17
DRC0022,Client_265,CMD20579,2767.56,2024-03-08
DRC0031,Client_21,CMD20580,8642.74,2024-05-30
DRC0030,Client_34,CMD20581,3840.23,2024-04-12
DRC0085,Client_172,CMD20582,851.77,2024-03-30
DRC0008,Client_230,CMD20583,1253.45,2024-01-28
DRC0071,Client_84,CMD20584,4486.28,2024-03-23
DRC0071,Client_63,CMD20585,7569.18,2024-03-07
DRC0035,Client_115,CMD20586,1726.3,2024-05-26
DRC0032,Client_82,CMD20587,3330.95,2024-04-20
DRC0057,Client_153,CMD20588,645.21,2024-07-17
DRC0044,Client_262,CMD20589,9026.49,2024-01-12
DRC0029,Client_130,CMD20590,1050.02,2024-04-02
DRC0032,Client_40,CMD20591,8741.71,2024-04-07
DRC0040,Client_262,CMD20592,273.23,2024-02-13
DRC0033,Client_74,CMD20593,3407.51,2024-06-27
DRC0032,Client_70,CMD20594,4762.05,2024-05-21
DRC0089,Client_198,CMD20595,8702.48,2024-03-25
DRC0094,Client_215,CMD20596,4728.65,2024-01-19
DRC0001,Client_48,CMD20597,5353.44,2024-03-20
DRC0084,Client_178,CMD20598,5210.76,2024-04-22
DRC0090,Client_24,CMD20599,8775.41,2024-06-07
DRC0015,Client_165,CMD20600,3291.43,2024-06-16
DRC0036,Client_67,CMD20601,7189.7,2024-01-22
DRC0040,Client_125,CMD20602,5624.45,2024-04-28
DRC0022,Client_298,CMD20603,4485.0,2024-03-15
DRC0064,Client_152,CMD20604,864.22,2024-01-26
DRC0072,Client_196,CMD20605,2306.3,2024-04-26
DRC0056,Client_185,CMD20606,3944.81,2024-01-26
DRC0096,Client_147,CMD20607,9533.74,2024-01-15
DRC0021,Client_29,CMD20608,9422.31,2024-04-29
DRC0002,Client_221,CMD20609,4757.06,2024-01-25
DRC0070,Client_36,CMD20610,5320.32,2024-03-17
DRC0030,Client_277,CMD20611,2908.78,2024-03-13
DRC0007,Client_240,CMD20612,7010.99,2024-04-02
DRC0038,Client_10,CMD20613,6295.07,2024-07-10
DRC0062,Client_118,CMD20614,8006.04,2024-05-20
DRC0001,Client_93,CMD20615,160.95,2024-02-27
DRC0064,Client_250,CMD20616,261.89,2024-01-18
DRC0075,Client_125,CMD20617,9157.89,2024-03-25
DRC0074,Client_287,CMD20618,1085.54,2024-02-22
DRC0034,Client_55,CMD20619,6554.09,2024-02-25
DRC0088,Client_36,CMD20620,635.77,2024-01-21
DRC0088,Client_256,CMD20621,5899.39,2024-03-24
DRC0001,Client_137,CMD20622,4155.1,2024-03-04
DRC0048,Client_107,CMD20623,6946.81,2024-01-23
DRC0055,Client_233,CMD20624,4861.27,2024-03-26
DRC0063,Client_246,CMD20625,4750.01,2024-06-27
DRC0015,Client_9,CMD20626,1283.92,2024-01-28
DRC0073,Client_119,CMD20627,1107.93,2024-01-24
DRC0048,Client_147,CMD20628,4649.23,2024-03-14
DRC0096,Client_73,CMD20629,9096.65,2024-03-26
DRC0096,Client_200,CMD20630,3902.91,2024-07-10
DRC0070,Client_246,CMD20631,1808.58,2024-02-26
DRC0076,Client_193,CMD20632,1990.49,2024-06-04
DRC0050,Client_237,CMD20633,5009.79,2024-02-14
DRC0067,Client_27,CMD20634,3289.63,2024-02-11
DRC0028,Client_202,CMD20635,7421.12,2024-05-21
DRC0039,Client_6,CMD20636,7646.96,2024-06-10
DRC0084,Client_206,CMD20637,2488.85,2024-02-25
DRC0081,Client_28,CMD20638,5555.91,2024-02-17
DRC0019,Client_107,CMD20639,9761.46,2024-01-08
DRC0082,Client_249,CMD20640,2166.92,2024-03-23
DRC0077,Client_132,CMD20641,9175.74,2024-06-02
DRC0012,Client_90,CMD20642,2206.57,2024-04-19
DRC0008,Client_192,CMD20643,512.51,2024-05-20
DRC0049,Client_67,CMD20644,8986.18,2024-01-17
DRC0067,Client_243,CMD20645,7109.53,2024-02-28
DRC0059,Client_258,CMD20646,3877.78,2024-04-24
DRC0075,Client_155,CMD20647,1271.24,2024-05-07
DRC0047,Client_245,CMD20648,4937.94,2024-04-12
DRC0077,Client_69,CMD20649,7121.0,2024-05-09
DRC0042,Client_220,CMD20650,8024.37,2024-04-27
DRC0033,Client_58,CMD20651,5611.37,2024-06-13
DRC0093,Client_151,CMD20652,3118.57,2024-02-10
DRC0078,Client_31,CMD20653,8539.88,2024-05-22
DRC0030,Client_61,CMD20654,4207.46,2024-03-26
DRC0092,Client_254,CMD20655,9303.83,2024-07-07
DRC0076,Client_133,CMD20656,8755.91,2024-07-16
DRC0016,Client_3,CMD20657,9570.6,2024-02-22
DRC0065,Client_100,CMD20658,4526.77,2024-05-13
DRC0004,Client_270,CMD20659,1891.81,2024-06-06
DRC0073,Client_24,CMD20660,6955.66,2024-07-16
DRC0027,Client_124,CMD20661,8755.28,2024-02-05
DRC0018,Client_178,CMD20662,2468.59,2024-06-22
DRC0098,Client_174,CMD20663,9816.5,2024-03-06
DRC0043,Client_255,CMD20664,3694.39,2024-03-25
DRC0051,Client_300,CMD20665,1614.97,2024-05-10
DRC0009,Client_173,CMD20666,1408.45,2024-01-25
DRC0031,Client_159,CMD20667,7307.39,2024-04-30
DRC0041,Client_97,CMD20668,4039.52,2024-02-26
DRC0045,Client_195,CMD20669,3587.82,2024-01-24
DRC0074,Client_241,CMD20670,2674.71,2024-04-09
DRC0048,Client_38,CMD20671,2835.51,2024-07-08
DRC0031,Client_70,CMD20672,8787.22,2024-06-20
DRC0089,Client_2,CMD20673,2852.96,2024-04-12
DRC0069,Client_88,CMD20674,9417.57,2024-01-27
DRC0008,Client_264,CMD20675,5850.65,2024-06-04
DRC0086,Client_229,CMD20676,1769.5,2024-04-06
DRC0082,Client_46,CMD20677,177.89,2024-01-27
DRC0075,Client_81,CMD20678,6733.78,2024-04-03
DRC0025,Client_52,CMD20679,6511.2,2024-07-03
DRC0064,Client_237,CMD20680,5281.54,2024-01-17
DRC0080,Client_140,CMD20681,1498.02,2024-06-15
DRC0020,Client_172,CMD20682,1389.34,2024-07-01
DRC0062,Client_119,CMD20683,3906.91,2024-06-12
DRC0012,Client_230,CMD20684,1461.64,2024-05-09
DRC0017,Client_157,CMD20685,7643.96,2024-06-18
DRC0064,Client_221,CMD20686,6773.06,2024-03-17
DRC0053,Client_71,CMD20687,2058.17,2024-04-06
DRC0082,Client_113,CMD20688,4222.8,2024-02-06
DRC0031,Client_142,CMD20689,6980.47,2024-06-09
DRC0010,Client_141,CMD20690,4509.35,2024-06-28
DRC0007,Client_296,CMD20691,9029.93,2024-03-01
DRC0061,Client_87,CMD20692,4691.38,2024-02-14
DRC0099,Client_168,CMD20693,190.95,2024-03-28
DRC0076,Client_110,CMD20694,9439.15,2024-03-14
DRC0085,Client_158,CMD20695,7534.03,2024-04-23
DRC0092,Client_52,CMD20696,1839.18,2024-03-31
DRC0056,Client_122,CMD20697,6122.49,2024-03-12
DRC0070,Client_145,CMD20698,6500.97,2024-05-10
DRC0096,Client_60,CMD20699,3888.24,2024-04-05
DRC0041,Client_290,CMD20700,7394.49,2024-04-12
DRC0046,Client_41,CMD20701,2782.24,2024-07-17
DRC0099,Client_249,CMD20702,9384.59,2024-03-10
DRC0091,Client_296,CMD20703,4005.82,2024-03-25
DRC0100,Client_208,CMD20704,7601.03,2024-07-03
DRC0097,Client_298,CMD20705,138.62,2024-02-12
DRC0057,Client_190,CMD20706,4457.25,2024-04-11
DRC0084,Client_72,CMD20707,7535.51,2024-01-31
DRC0054,Client_20,CMD20708,5110.12,2024-02-25
DRC0067,Client_121,CMD20709,8834.34,2024-06-15
DRC0034,Client_41,CMD20710,4237.73,2024-02-27
DRC0063,Client_278,CMD20711,872.92,2024-03-21
DRC0024,Client_80,CMD20712,4577.91,2024-06-19
DRC0019,Client_33,CMD20713,733.14,2024-04-01
DRC0066,Client_194,CMD20714,9958.95,2024-05-11
DRC0001,Client_258,CMD20715,8734.22,2024-04-25
DRC0052,Client_72,CMD20716,176.84,2024-03-01
DRC0051,Client_239,CMD20717,7177.66,2024-05-15
DRC0012,Client_286,CMD20718,5794.01,2024-03-08
DRC0066,Client_53,CMD20719,368.19,2024-01-30
DRC0014,Client_171,CMD20720,7257.82,2024-05-13
DRC0014,Client_197,CMD20721,9471.98,2024-01-19
DRC0050,Client_167,CMD20722,6196.71,2024-07-14
DRC0035,Client_279,CMD20723,6123.96,2024-04-27
DRC0091,Client_170,CMD20724,4552.61,2024-05-02
DRC0071,Client_25,CMD20725,7629.4,2024-05-11
DRC0006,Client_74,CMD20726,4142.34,2024-02-08
DRC0077,Client_176,CMD20727,6845.54,2024-04-06
DRC0033,Client_199,CMD20728,1167.55,2024-06-20
DRC0088,Client_226,CMD20729,3099.75,2024-04-15
DRC0089,Client_38,CMD20730,4498.15,2024-06-06
DRC0077,Client_282,CMD20731,2620.47,2024-01-10
DRC0083,Client_257,CMD20732,8893.83,2024-03-14
DRC0046,Client_191,CMD20733,6265.71,2024-02-17
DRC0046,Client_171,CMD20734,3129.66,2024-04-13
DRC0100,Client_2,CMD20735,5862.66,2024-02-07
DRC0037,Client_156,CMD20736,8189.66,2024-07-14
DRC0100,Client_214,CMD20737,7835.67,2024-05-04
DRC0058,Client_63,CMD20738,6192.05,2024-05-09
DRC0083,Client_30,CMD20739,5322.86,2024-04-26
DRC0019,Client_238,CMD20740,4283.72,2024-02-26
DRC0078,Client_272,CMD20741,6632.86,2024-04-03
DRC0035,Client_41,CMD20742,6228.92,2024-04-01
DRC0017,Client_162,CMD20743,9941.29,2024-05-13
DRC0087,Client_186,CMD20744,2718.84,2024-01-24
DRC0083,Client_50,CMD20745,2049.67,2024-06-15
DRC0070,Client_58,CMD20746,4810.78,2024-06-03
DRC0033,Client_211,CMD20747,7344.71,2024-04-20
DRC0050,Client_114,CMD20748,6096.41,2024-01-29
DRC0049,Client_53,CMD20749,8485.91,2024-02-27
DRC0027,Client_154,CMD20750,1847.2,2024-02-11
DRC0010,Client_85,CMD20751,6780.7,2024-04-23
DRC0042,Client_93,CMD20752,811.78,2024-02-09
DRC0027,Client_137,CMD20753,9102.69,2024-04-07
DRC0001,Client_52,CMD20754,6618.2,2024-01-17
DRC0059,Client_68,CMD20755,6496.0,2024-02-18
DRC0070,Client_220,CMD20756,4004.23,2024-03-15
DRC0035,Client_172,CMD20757,3532.89,2024-07-11
DRC0032,Client_7,CMD20758,5405.68,2024-06-13
